event_id,code,name,horizon,signal_date,entry_price,final_exit_date,status,exit_reason,net_return,win,max_intraday_drawdown,position_weighted_drawdown,take_profit_fill_count,stop_loss_triggered,remaining_fraction_at_expiry
688012:b1_staged:1:20260709,688012,688012,1,2026-07-09,471.59,2026-07-10,filled,stop_loss,-0.05,False,-0.07970906931868782,-0.07970906931868782,0,True,0.0
688012:b1_staged:2:20260709,688012,688012,2,2026-07-09,471.59,2026-07-10,filled,stop_loss,-0.05,False,-0.07970906931868782,-0.07970906931868782,0,True,0.0
688012:b1_staged:3:20260709,688012,688012,3,2026-07-09,471.59,2026-07-10,filled,stop_loss,-0.05,False,-0.07970906931868782,-0.07970906931868782,0,True,0.0
688012:b1_staged:4:20260709,688012,688012,4,2026-07-09,471.59,2026-07-10,filled,stop_loss,-0.05,False,-0.07970906931868782,-0.07970906931868782,0,True,0.0
688012:b1_staged:5:20260709,688012,688012,5,2026-07-09,471.59,,insufficient_history,insufficient_history,,False,,,0,False,
688037:b1_staged:1:20260603,688037,688037,1,2026-06-03,256.95,2026-06-04,filled,expiry,0.006538237011091574,True,-0.04230395018486077,-0.04230395018486077,0,False,1.0
688037:b1_staged:2:20260603,688037,688037,2,2026-06-03,256.95,2026-06-05,filled,stop_loss,-0.05,False,-0.05156645261724069,-0.05156645261724069,0,True,0.0
688037:b1_staged:3:20260603,688037,688037,3,2026-06-03,256.95,2026-06-05,filled,stop_loss,-0.05,False,-0.05156645261724069,-0.05156645261724069,0,True,0.0
688037:b1_staged:4:20260603,688037,688037,4,2026-06-03,256.95,2026-06-05,filled,stop_loss,-0.05,False,-0.05156645261724069,-0.05156645261724069,0,True,0.0
688037:b1_staged:5:20260603,688037,688037,5,2026-06-03,256.95,2026-06-05,filled,stop_loss,-0.05,False,-0.05156645261724069,-0.05156645261724069,0,True,0.0
688048:b1_staged:1:20260709,688048,688048,1,2026-07-09,472.44,2026-07-10,filled,stop_loss,-0.05,False,-0.057636948607230565,-0.057636948607230565,0,True,0.0
688048:b1_staged:2:20260709,688048,688048,2,2026-07-09,472.44,2026-07-10,filled,stop_loss,-0.05,False,-0.057636948607230565,-0.057636948607230565,0,True,0.0
688048:b1_staged:3:20260709,688048,688048,3,2026-07-09,472.44,2026-07-10,filled,stop_loss,-0.05,False,-0.057636948607230565,-0.057636948607230565,0,True,0.0
688048:b1_staged:4:20260709,688048,688048,4,2026-07-09,472.44,2026-07-10,filled,stop_loss,-0.05,False,-0.057636948607230565,-0.057636948607230565,0,True,0.0
688048:b1_staged:5:20260709,688048,688048,5,2026-07-09,472.44,,insufficient_history,insufficient_history,,False,,,0,False,
688072:b1_staged:1:20260603,688072,688072,1,2026-06-03,615.49,2026-06-04,filled,expiry,0.012234154900973238,True,-0.03164958000942342,-0.03164958000942342,0,False,1.0
688072:b1_staged:2:20260603,688072,688072,2,2026-06-03,615.49,2026-06-05,filled,stop_loss,-0.05,False,-0.059286097255844994,-0.059286097255844994,0,True,0.0
688072:b1_staged:3:20260603,688072,688072,3,2026-06-03,615.49,2026-06-05,filled,stop_loss,-0.05,False,-0.059286097255844994,-0.059286097255844994,0,True,0.0
688072:b1_staged:4:20260603,688072,688072,4,2026-06-03,615.49,2026-06-05,filled,stop_loss,-0.05,False,-0.059286097255844994,-0.059286097255844994,0,True,0.0
688072:b1_staged:5:20260603,688072,688072,5,2026-06-03,615.49,2026-06-05,filled,stop_loss,-0.05,False,-0.059286097255844994,-0.059286097255844994,0,True,0.0
688072:b1_staged:1:20260610,688072,688072,1,2026-06-10,618.0,2026-06-11,filled,expiry,0.05687162891046389,True,-0.025873786407767052,-0.025873786407767052,1,False,0.6666666666666667
688072:b1_staged:2:20260610,688072,688072,2,2026-06-10,618.0,2026-06-12,filled,take_profit,0.1,True,-0.025873786407767052,-0.025873786407767052,3,False,0.0
688072:b1_staged:3:20260610,688072,688072,3,2026-06-10,618.0,2026-06-12,filled,take_profit,0.1,True,-0.025873786407767052,-0.025873786407767052,3,False,0.0
688072:b1_staged:4:20260610,688072,688072,4,2026-06-10,618.0,2026-06-12,filled,take_profit,0.1,True,-0.025873786407767052,-0.025873786407767052,3,False,0.0
688072:b1_staged:5:20260610,688072,688072,5,2026-06-10,618.0,2026-06-12,filled,take_profit,0.1,True,-0.025873786407767052,-0.025873786407767052,3,False,0.0
688110:b1_staged:1:20260709,688110,688110,1,2026-07-09,176.34,2026-07-10,filled,stop_loss,-0.05,False,-0.06997845072019959,-0.06997845072019959,0,True,0.0
688110:b1_staged:2:20260709,688110,688110,2,2026-07-09,176.34,2026-07-10,filled,stop_loss,-0.05,False,-0.06997845072019959,-0.06997845072019959,0,True,0.0
688110:b1_staged:3:20260709,688110,688110,3,2026-07-09,176.34,2026-07-10,filled,stop_loss,-0.05,False,-0.06997845072019959,-0.06997845072019959,0,True,0.0
688110:b1_staged:4:20260709,688110,688110,4,2026-07-09,176.34,2026-07-10,filled,stop_loss,-0.05,False,-0.06997845072019959,-0.06997845072019959,0,True,0.0
